order_date,sku,product_name,quantity_sold,unit_price,unit_cost,revenue,cost,profit,region,channel,customer_segment
2026-01-16,SKU-008,Trail Mix Pack,4,24,12.72,96,50.88,45.12,East,Amazon,Returning
2026-01-16,SKU-009,Vitamin Organizer,7,30,17.4,210,121.8,88.2,East,Shopify,Wholesale
2026-01-16,SKU-010,Foam Roller,2,36,17.28,72,34.56,37.44,Online,Wholesale,Returning
2026-01-16,SKU-011,Sports Towel,7,14,7.42,98,51.94,46.06,North,Wholesale,Returning
2026-01-16,SKU-013,Knee Support,14,26,12.48,364,174.72,189.28,East,Retail,New
2026-01-16,SKU-015,Jump Rope,8,38,22.04,304,176.32,127.68,West,Retail,Returning
2026-01-16,SKU-017,Compression Sleeve,8,22,11.66,176,93.28,82.72,East,Shopify,Returning
2026-01-16,SKU-018,Training Cone,19,28,16.24,532,308.56,223.44,West,Shopify,New
2026-01-16,SKU-019,Water Filter,22,34,16.32,748,359.04,388.96,North,Wholesale,Returning
2026-01-17,SKU-001,Hydration Bottle,1,10,4.8,10,4.8,5.2,South,Retail,New
2026-01-17,SKU-002,Protein Bar Box,8,16,8.48,128,67.84,60.16,West,Amazon,New
2026-01-17,SKU-004,Running Socks,5,28,13.44,140,67.2,72.8,South,Shopify,VIP
2026-01-17,SKU-005,Smart Scale,11,34,18.02,374,198.22,175.78,East,Wholesale,Returning
2026-01-17,SKU-006,Resistance Bands,11,12,6.96,132,76.56,55.44,Online,Wholesale,VIP
2026-01-17,SKU-007,Meal Prep Container,11,18,8.64,198,95.04,102.96,South,Retail,Wholesale
2026-01-17,SKU-008,Trail Mix Pack,6,24,12.72,144,76.32,67.68,East,Wholesale,Returning
2026-01-17,SKU-009,Vitamin Organizer,9,30,17.4,270,156.6,113.4,South,Shopify,New
2026-01-17,SKU-010,Foam Roller,6,36,17.28,216,103.68,112.32,Online,Wholesale,Returning
2026-01-17,SKU-011,Sports Towel,4,14,7.42,56,29.68,26.32,West,Shopify,Wholesale
2026-01-17,SKU-012,Electrolyte Pack,9,20,11.6,180,104.4,75.6,West,Amazon,New
2026-01-17,SKU-013,Knee Support,13,26,12.48,338,162.24,175.76,East,Wholesale,New
2026-01-17,SKU-014,Gym Gloves,17,32,16.96,544,288.32,255.68,North,Wholesale,VIP
2026-01-17,SKU-015,Jump Rope,7,38,22.04,266,154.28,111.72,East,Wholesale,Returning
2026-01-17,SKU-016,Massage Ball,16,16,7.68,256,122.88,133.12,East,Amazon,Returning
2026-01-17,SKU-018,Training Cone,13,28,16.24,364,211.12,152.88,North,Shopify,Returning
2026-01-17,SKU-019,Water Filter,15,34,16.32,510,244.8,265.2,North,Retail,New
2026-01-17,SKU-020,Energy Gel,21,40,21.2,840,445.2,394.8,West,Amazon,Returning
2026-01-18,SKU-001,Hydration Bottle,4,10,4.8,40,19.2,20.8,East,Amazon,New
2026-01-18,SKU-002,Protein Bar Box,5,16,8.48,80,42.4,37.6,South,Wholesale,New
2026-01-18,SKU-003,Yoga Mat,6,22,12.76,132,76.56,55.44,Online,Amazon,New
2026-01-18,SKU-004,Running Socks,11,28,13.44,308,147.84,160.16,West,Retail,Returning
2026-01-18,SKU-005,Smart Scale,8,34,18.02,272,144.16,127.84,East,Amazon,Wholesale
2026-01-18,SKU-006,Resistance Bands,16,12,6.96,192,111.36,80.64,South,Shopify,New
2026-01-18,SKU-007,Meal Prep Container,12,18,8.64,216,103.68,112.32,East,Wholesale,New
2026-01-18,SKU-008,Trail Mix Pack,2,24,12.72,48,25.44,22.56,West,Amazon,Wholesale
2026-01-18,SKU-010,Foam Roller,10,36,17.28,360,172.8,187.2,Online,Wholesale,Returning
2026-01-18,SKU-011,Sports Towel,12,14,7.42,168,89.04,78.96,East,Wholesale,Returning
2026-01-18,SKU-012,Electrolyte Pack,11,20,11.6,220,127.6,92.4,South,Wholesale,New
2026-01-18,SKU-013,Knee Support,23,26,12.48,598,287.04,310.96,Online,Retail,Returning
2026-01-18,SKU-014,Gym Gloves,14,32,16.96,448,237.44,210.56,West,Retail,Returning
2026-01-18,SKU-015,Jump Rope,8,38,22.04,304,176.32,127.68,South,Wholesale,New
2026-01-18,SKU-017,Compression Sleeve,12,22,11.66,264,139.92,124.08,West,Retail,New
2026-01-18,SKU-018,Training Cone,10,28,16.24,280,162.4,117.6,East,Wholesale,Returning
2026-01-18,SKU-019,Water Filter,18,34,16.32,612,293.76,318.24,North,Shopify,New
2026-01-18,SKU-020,Energy Gel,22,40,21.2,880,466.4,413.6,Online,Amazon,Returning
2026-01-19,SKU-001,Hydration Bottle,1,10,4.8,10,4.8,5.2,Online,Retail,Returning
2026-01-19,SKU-002,Protein Bar Box,1,16,8.48,16,8.48,7.52,Online,Shopify,Returning
2026-01-19,SKU-003,Yoga Mat,6,22,12.76,132,76.56,55.44,East,Retail,New
2026-01-19,SKU-004,Running Socks,7,28,13.44,196,94.08,101.92,Online,Amazon,Returning
2026-01-19,SKU-005,Smart Scale,10,34,18.02,340,180.2,159.8,West,Retail,Returning
2026-01-19,SKU-006,Resistance Bands,13,12,6.96,156,90.48,65.52,West,Shopify,New
2026-01-19,SKU-007,Meal Prep Container,10,18,8.64,180,86.4,93.6,East,Amazon,Returning
2026-01-19,SKU-008,Trail Mix Pack,1,24,12.72,24,12.72,11.28,West,Amazon,New
2026-01-19,SKU-009,Vitamin Organizer,3,30,17.4,90,52.2,37.8,West,Retail,Returning
2026-01-19,SKU-010,Foam Roller,9,36,17.28,324,155.52,168.48,Online,Retail,Returning
2026-01-19,SKU-011,Sports Towel,6,14,7.42,84,44.52,39.48,West,Wholesale,Returning
2026-01-19,SKU-012,Electrolyte Pack,6,20,11.6,120,69.6,50.4,East,Wholesale,VIP
2026-01-19,SKU-013,Knee Support,11,26,12.48,286,137.28,148.72,South,Wholesale,Wholesale
2026-01-19,SKU-014,Gym Gloves,17,32,16.96,544,288.32,255.68,East,Wholesale,Returning
2026-01-19,SKU-015,Jump Rope,5,38,22.04,190,110.2,79.8,North,Shopify,Returning
2026-01-19,SKU-016,Massage Ball,5,16,7.68,80,38.4,41.6,West,Retail,Returning
2026-01-19,SKU-017,Compression Sleeve,8,22,11.66,176,93.28,82.72,West,Retail,New
2026-01-19,SKU-018,Training Cone,12,28,16.24,336,194.88,141.12,North,Wholesale,Returning
2026-01-19,SKU-019,Water Filter,11,34,16.32,374,179.52,194.48,Online,Retail,Wholesale
2026-01-19,SKU-020,Energy Gel,17,40,21.2,680,360.4,319.6,West,Retail,New
2026-01-20,SKU-002,Protein Bar Box,4,16,8.48,64,33.92,30.08,South,Wholesale,Returning
2026-01-20,SKU-003,Yoga Mat,12,22,12.76,264,153.12,110.88,Online,Retail,VIP
2026-01-20,SKU-004,Running Socks,7,28,13.44,196,94.08,101.92,North,Wholesale,Returning
2026-01-20,SKU-005,Smart Scale,5,34,18.02,170,90.1,79.9,South,Wholesale,Wholesale
2026-01-20,SKU-006,Resistance Bands,7,12,6.96,84,48.72,35.28,North,Shopify,New
2026-01-20,SKU-007,Meal Prep Container,4,18,8.64,72,34.56,37.44,South,Shopify,VIP
2026-01-20,SKU-008,Trail Mix Pack,1,24,12.72,24,12.72,11.28,North,Wholesale,New
2026-01-20,SKU-009,Vitamin Organizer,4,30,17.4,120,69.6,50.4,Online,Wholesale,Returning
2026-01-20,SKU-010,Foam Roller,7,36,17.28,252,120.96,131.04,North,Amazon,Returning
2026-01-20,SKU-011,Sports Towel,10,14,7.42,140,74.2,65.8,West,Wholesale,VIP
2026-01-20,SKU-012,Electrolyte Pack,7,20,11.6,140,81.2,58.8,East,Amazon,Returning
2026-01-20,SKU-013,Knee Support,13,26,12.48,338,162.24,175.76,West,Wholesale,New
2026-01-20,SKU-014,Gym Gloves,14,32,16.96,448,237.44,210.56,South,Wholesale,Returning
2026-01-20,SKU-015,Jump Rope,5,38,22.04,190,110.2,79.8,West,Shopify,New
2026-01-20,SKU-016,Massage Ball,10,16,7.68,160,76.8,83.2,East,Retail,Returning
2026-01-20,SKU-017,Compression Sleeve,8,22,11.66,176,93.28,82.72,South,Retail,VIP
2026-01-20,SKU-018,Training Cone,16,28,16.24,448,259.84,188.16,East,Shopify,Returning
2026-01-20,SKU-019,Water Filter,11,34,16.32,374,179.52,194.48,Online,Amazon,Returning
2026-01-20,SKU-020,Energy Gel,14,40,21.2,560,296.8,263.2,East,Amazon,Returning
2026-01-21,SKU-002,Protein Bar Box,8,16,8.48,128,67.84,60.16,Online,Retail,New
2026-01-21,SKU-003,Yoga Mat,7,22,12.76,154,89.32,64.68,North,Retail,Returning
2026-01-21,SKU-005,Smart Scale,7,34,18.02,238,126.14,111.86,East,Shopify,Returning
2026-01-21,SKU-006,Resistance Bands,12,12,6.96,144,83.52,60.48,East,Retail,New
2026-01-21,SKU-007,Meal Prep Container,9,18,8.64,162,77.76,84.24,East,Wholesale,New
2026-01-21,SKU-008,Trail Mix Pack,4,24,12.72,96,50.88,45.12,West,Amazon,Wholesale
2026-01-21,SKU-009,Vitamin Organizer,5,30,17.4,150,87.0,63.0,East,Amazon,Returning
2026-01-21,SKU-010,Foam Roller,1,36,17.28,36,17.28,18.72,Online,Retail,Returning
2026-01-21,SKU-013,Knee Support,9,26,12.48,234,112.32,121.68,East,Wholesale,Returning
2026-01-21,SKU-015,Jump Rope,5,38,22.04,190,110.2,79.8,South,Shopify,Returning
2026-01-21,SKU-017,Compression Sleeve,10,22,11.66,220,116.6,103.4,South,Amazon,Returning
2026-01-21,SKU-018,Training Cone,9,28,16.24,252,146.16,105.84,South,Retail,New
2026-01-21,SKU-019,Water Filter,13,34,16.32,442,212.16,229.84,North,Retail,VIP
2026-01-21,SKU-020,Energy Gel,15,40,21.2,600,318.0,282.0,West,Retail,New
2026-01-22,SKU-001,Hydration Bottle,2,10,4.8,20,9.6,10.4,North,Retail,Returning
2026-01-22,SKU-002,Protein Bar Box,5,16,8.48,80,42.4,37.6,East,Retail,Returning
2026-01-22,SKU-003,Yoga Mat,9,22,12.76,198,114.84,83.16,East,Retail,Returning
2026-01-22,SKU-004,Running Socks,8,28,13.44,224,107.52,116.48,West,Wholesale,Returning
2026-01-22,SKU-006,Resistance Bands,13,12,6.96,156,90.48,65.52,East,Retail,New
2026-01-22,SKU-007,Meal Prep Container,5,18,8.64,90,43.2,46.8,South,Shopify,New
2026-01-22,SKU-008,Trail Mix Pack,9,24,12.72,216,114.48,101.52,West,Retail,Returning
2026-01-22,SKU-009,Vitamin Organizer,4,30,17.4,120,69.6,50.4,North,Shopify,VIP
2026-01-22,SKU-010,Foam Roller,3,36,17.28,108,51.84,56.16,South,Wholesale,Returning
2026-01-22,SKU-011,Sports Towel,12,14,7.42,168,89.04,78.96,West,Retail,New
2026-01-22,SKU-012,Electrolyte Pack,7,20,11.6,140,81.2,58.8,South,Wholesale,New
2026-01-22,SKU-013,Knee Support,13,26,12.48,338,162.24,175.76,South,Amazon,Returning
2026-01-22,SKU-014,Gym Gloves,22,32,16.96,704,373.12,330.88,West,Shopify,Returning
2026-01-22,SKU-015,Jump Rope,8,38,22.04,304,176.32,127.68,South,Shopify,New
2026-01-22,SKU-016,Massage Ball,6,16,7.68,96,46.08,49.92,South,Shopify,New
2026-01-22,SKU-017,Compression Sleeve,17,22,11.66,374,198.22,175.78,Online,Wholesale,New
2026-01-22,SKU-018,Training Cone,10,28,16.24,280,162.4,117.6,Online,Amazon,Returning
2026-01-22,SKU-019,Water Filter,18,34,16.32,612,293.76,318.24,Online,Wholesale,Returning
2026-01-23,SKU-001,Hydration Bottle,2,10,4.8,20,9.6,10.4,West,Amazon,Returning
2026-01-23,SKU-005,Smart Scale,8,34,18.02,272,144.16,127.84,East,Retail,New
2026-01-23,SKU-007,Meal Prep Container,9,18,8.64,162,77.76,84.24,Online,Wholesale,Returning
2026-01-23,SKU-008,Trail Mix Pack,1,24,12.72,24,12.72,11.28,South,Shopify,Returning
2026-01-23,SKU-009,Vitamin Organizer,3,30,17.4,90,52.2,37.8,South,Wholesale,New
2026-01-23,SKU-010,Foam Roller,6,36,17.28,216,103.68,112.32,East,Wholesale,Wholesale
2026-01-23,SKU-011,Sports Towel,6,14,7.42,84,44.52,39.48,North,Amazon,Wholesale
2026-01-23,SKU-012,Electrolyte Pack,10,20,11.6,200,116.0,84.0,South,Retail,VIP
2026-01-23,SKU-013,Knee Support,14,26,12.48,364,174.72,189.28,West,Shopify,Returning
2026-01-23,SKU-014,Gym Gloves,12,32,16.96,384,203.52,180.48,East,Amazon,New
2026-01-23,SKU-016,Massage Ball,5,16,7.68,80,38.4,41.6,North,Retail,New
2026-01-23,SKU-017,Compression Sleeve,5,22,11.66,110,58.3,51.7,East,Retail,New
2026-01-23,SKU-020,Energy Gel,20,40,21.2,800,424.0,376.0,North,Wholesale,Returning
2026-01-24,SKU-001,Hydration Bottle,4,10,4.8,40,19.2,20.8,West,Retail,Returning
2026-01-24,SKU-002,Protein Bar Box,7,16,8.48,112,59.36,52.64,East,Shopify,Returning
2026-01-24,SKU-003,Yoga Mat,11,22,12.76,242,140.36,101.64,South,Shopify,Returning
2026-01-24,SKU-005,Smart Scale,11,34,18.02,374,198.22,175.78,West,Amazon,Returning
2026-01-24,SKU-006,Resistance Bands,8,12,6.96,96,55.68,40.32,South,Amazon,VIP
2026-01-24,SKU-007,Meal Prep Container,12,18,8.64,216,103.68,112.32,North,Retail,Returning
2026-01-24,SKU-008,Trail Mix Pack,3,24,12.72,72,38.16,33.84,East,Shopify,New
2026-01-24,SKU-009,Vitamin Organizer,8,30,17.4,240,139.2,100.8,South,Wholesale,New
2026-01-24,SKU-010,Foam Roller,14,36,17.28,504,241.92,262.08,South,Shopify,Returning
2026-01-24,SKU-011,Sports Towel,7,14,7.42,98,51.94,46.06,Online,Retail,VIP
2026-01-24,SKU-012,Electrolyte Pack,13,20,11.6,260,150.8,109.2,East,Wholesale,Wholesale
2026-01-24,SKU-013,Knee Support,15,26,12.48,390,187.2,202.8,East,Retail,Returning
2026-01-24,SKU-014,Gym Gloves,29,32,16.96,928,491.84,436.16,South,Shopify,Returning
2026-01-24,SKU-015,Jump Rope,5,38,22.04,190,110.2,79.8,South,Retail,Returning
2026-01-24,SKU-016,Massage Ball,4,16,7.68,64,30.72,33.28,West,Retail,New
2026-01-24,SKU-017,Compression Sleeve,11,22,11.66,242,128.26,113.74,Online,Retail,New
2026-01-24,SKU-020,Energy Gel,25,40,21.2,1000,530.0,470.0,North,Shopify,Returning
2026-01-25,SKU-001,Hydration Bottle,2,10,4.8,20,9.6,10.4,Online,Shopify,New
2026-01-25,SKU-002,Protein Bar Box,8,16,8.48,128,67.84,60.16,North,Retail,Returning
2026-01-25,SKU-004,Running Socks,9,28,13.44,252,120.96,131.04,East,Wholesale,Wholesale
2026-01-25,SKU-006,Resistance Bands,13,12,6.96,156,90.48,65.52,North,Amazon,New
2026-01-25,SKU-007,Meal Prep Container,11,18,8.64,198,95.04,102.96,West,Wholesale,Returning
2026-01-25,SKU-008,Trail Mix Pack,3,24,12.72,72,38.16,33.84,South,Shopify,Returning
2026-01-25,SKU-009,Vitamin Organizer,7,30,17.4,210,121.8,88.2,Online,Amazon,VIP
2026-01-25,SKU-010,Foam Roller,3,36,17.28,108,51.84,56.16,East,Retail,Returning
2026-01-25,SKU-011,Sports Towel,11,14,7.42,154,81.62,72.38,East,Amazon,Returning
2026-01-25,SKU-013,Knee Support,10,26,12.48,260,124.8,135.2,East,Shopify,Returning
2026-01-25,SKU-014,Gym Gloves,21,32,16.96,672,356.16,315.84,North,Wholesale,VIP
2026-01-25,SKU-016,Massage Ball,10,16,7.68,160,76.8,83.2,East,Amazon,Returning
2026-01-25,SKU-017,Compression Sleeve,10,22,11.66,220,116.6,103.4,West,Amazon,Wholesale
2026-01-25,SKU-018,Training Cone,13,28,16.24,364,211.12,152.88,West,Wholesale,VIP
2026-01-25,SKU-019,Water Filter,18,34,16.32,612,293.76,318.24,North,Retail,Returning
2026-01-25,SKU-020,Energy Gel,22,40,21.2,880,466.4,413.6,East,Shopify,New
2026-01-26,SKU-001,Hydration Bottle,3,10,4.8,30,14.4,15.6,South,Retail,New
2026-01-26,SKU-002,Protein Bar Box,3,16,8.48,48,25.44,22.56,Online,Shopify,New
2026-01-26,SKU-003,Yoga Mat,6,22,12.76,132,76.56,55.44,West,Shopify,Returning
2026-01-26,SKU-004,Running Socks,10,28,13.44,280,134.4,145.6,North,Wholesale,Returning
2026-01-26,SKU-005,Smart Scale,13,34,18.02,442,234.26,207.74,South,Wholesale,New
2026-01-26,SKU-006,Resistance Bands,7,12,6.96,84,48.72,35.28,West,Amazon,Returning
2026-01-26,SKU-007,Meal Prep Container,9,18,8.64,162,77.76,84.24,West,Wholesale,New
2026-01-26,SKU-008,Trail Mix Pack,1,24,12.72,24,12.72,11.28,South,Shopify,Returning
2026-01-26,SKU-009,Vitamin Organizer,3,30,17.4,90,52.2,37.8,West,Wholesale,Returning
2026-01-26,SKU-010,Foam Roller,5,36,17.28,180,86.4,93.6,West,Retail,Returning
2026-01-26,SKU-011,Sports Towel,6,14,7.42,84,44.52,39.48,South,Shopify,New
2026-01-26,SKU-012,Electrolyte Pack,13,20,11.6,260,150.8,109.2,South,Retail,Returning
2026-01-26,SKU-013,Knee Support,11,26,12.48,286,137.28,148.72,East,Amazon,New
2026-01-26,SKU-014,Gym Gloves,16,32,16.96,512,271.36,240.64,East,Amazon,New
2026-01-26,SKU-015,Jump Rope,3,38,22.04,114,66.12,47.88,Online,Retail,Returning
2026-01-26,SKU-016,Massage Ball,6,16,7.68,96,46.08,49.92,Online,Wholesale,Wholesale
2026-01-26,SKU-017,Compression Sleeve,12,22,11.66,264,139.92,124.08,East,Retail,Wholesale
2026-01-26,SKU-018,Training Cone,7,28,16.24,196,113.68,82.32,North,Retail,VIP
2026-01-26,SKU-019,Water Filter,24,34,16.32,816,391.68,424.32,South,Shopify,New
2026-01-26,SKU-020,Energy Gel,15,40,21.2,600,318.0,282.0,Online,Amazon,Returning
2026-01-27,SKU-001,Hydration Bottle,3,10,4.8,30,14.4,15.6,North,Wholesale,New
2026-01-27,SKU-002,Protein Bar Box,5,16,8.48,80,42.4,37.6,North,Wholesale,New
2026-01-27,SKU-004,Running Socks,7,28,13.44,196,94.08,101.92,West,Shopify,VIP
2026-01-27,SKU-005,Smart Scale,6,34,18.02,204,108.12,95.88,South,Amazon,New
2026-01-27,SKU-006,Resistance Bands,7,12,6.96,84,48.72,35.28,South,Wholesale,Wholesale
2026-01-27,SKU-007,Meal Prep Container,9,18,8.64,162,77.76,84.24,East,Retail,New
2026-01-27,SKU-008,Trail Mix Pack,4,24,12.72,96,50.88,45.12,West,Shopify,Returning
2026-01-27,SKU-009,Vitamin Organizer,4,30,17.4,120,69.6,50.4,Online,Shopify,New
2026-01-27,SKU-010,Foam Roller,7,36,17.28,252,120.96,131.04,West,Retail,New
2026-01-27,SKU-011,Sports Towel,1,14,7.42,14,7.42,6.58,North,Shopify,Returning
2026-01-27,SKU-012,Electrolyte Pack,11,20,11.6,220,127.6,92.4,Online,Retail,New
2026-01-27,SKU-013,Knee Support,16,26,12.48,416,199.68,216.32,East,Retail,Returning
2026-01-27,SKU-015,Jump Rope,8,38,22.04,304,176.32,127.68,North,Wholesale,New
2026-01-27,SKU-016,Massage Ball,8,16,7.68,128,61.44,66.56,Online,Amazon,Wholesale
2026-01-27,SKU-017,Compression Sleeve,9,22,11.66,198,104.94,93.06,North,Retail,Returning
2026-01-27,SKU-018,Training Cone,13,28,16.24,364,211.12,152.88,South,Retail,Returning
2026-01-27,SKU-019,Water Filter,17,34,16.32,578,277.44,300.56,East,Shopify,Returning
2026-01-27,SKU-020,Energy Gel,18,40,21.2,720,381.6,338.4,West,Shopify,Wholesale
2026-01-28,SKU-002,Protein Bar Box,4,16,8.48,64,33.92,30.08,North,Retail,VIP
2026-01-28,SKU-003,Yoga Mat,6,22,12.76,132,76.56,55.44,North,Retail,New
2026-01-28,SKU-004,Running Socks,8,28,13.44,224,107.52,116.48,North,Wholesale,New
2026-01-28,SKU-005,Smart Scale,9,34,18.02,306,162.18,143.82,West,Shopify,Wholesale
2026-01-28,SKU-007,Meal Prep Container,11,18,8.64,198,95.04,102.96,Online,Retail,Wholesale
2026-01-28,SKU-008,Trail Mix Pack,5,24,12.72,120,63.6,56.4,West,Wholesale,Wholesale
2026-01-28,SKU-010,Foam Roller,6,36,17.28,216,103.68,112.32,Online,Retail,Returning
2026-01-28,SKU-011,Sports Towel,7,14,7.42,98,51.94,46.06,Online,Wholesale,Returning
2026-01-28,SKU-012,Electrolyte Pack,8,20,11.6,160,92.8,67.2,Online,Retail,New
2026-01-28,SKU-013,Knee Support,13,26,12.48,338,162.24,175.76,West,Retail,New
2026-01-28,SKU-014,Gym Gloves,20,32,16.96,640,339.2,300.8,West,Retail,Wholesale
2026-01-28,SKU-015,Jump Rope,6,38,22.04,228,132.24,95.76,Online,Wholesale,Returning
2026-01-28,SKU-016,Massage Ball,8,16,7.68,128,61.44,66.56,West,Shopify,New
2026-01-28,SKU-017,Compression Sleeve,7,22,11.66,154,81.62,72.38,Online,Retail,Returning
2026-01-28,SKU-019,Water Filter,16,34,16.32,544,261.12,282.88,North,Amazon,Returning
2026-01-28,SKU-020,Energy Gel,11,40,21.2,440,233.2,206.8,East,Shopify,Returning
2026-01-29,SKU-002,Protein Bar Box,6,16,8.48,96,50.88,45.12,South,Shopify,Wholesale
2026-01-29,SKU-003,Yoga Mat,6,22,12.76,132,76.56,55.44,East,Shopify,Returning
2026-01-29,SKU-005,Smart Scale,2,34,18.02,68,36.04,31.96,Online,Retail,New
2026-01-29,SKU-006,Resistance Bands,14,12,6.96,168,97.44,70.56,East,Wholesale,Returning
2026-01-29,SKU-007,Meal Prep Container,9,18,8.64,162,77.76,84.24,Online,Wholesale,New
2026-01-29,SKU-008,Trail Mix Pack,4,24,12.72,96,50.88,45.12,West,Wholesale,VIP
2026-01-29,SKU-009,Vitamin Organizer,5,30,17.4,150,87.0,63.0,South,Amazon,Returning
2026-01-29,SKU-010,Foam Roller,12,36,17.28,432,207.36,224.64,South,Shopify,Returning
2026-01-29,SKU-012,Electrolyte Pack,5,20,11.6,100,58.0,42.0,West,Shopify,Returning
2026-01-29,SKU-013,Knee Support,6,26,12.48,156,74.88,81.12,Online,Amazon,Returning
2026-01-29,SKU-015,Jump Rope,4,38,22.04,152,88.16,63.84,South,Wholesale,VIP
2026-01-29,SKU-016,Massage Ball,5,16,7.68,80,38.4,41.6,North,Amazon,New
2026-01-29,SKU-017,Compression Sleeve,9,22,11.66,198,104.94,93.06,East,Wholesale,New
2026-01-29,SKU-018,Training Cone,8,28,16.24,224,129.92,94.08,East,Shopify,New
2026-01-29,SKU-019,Water Filter,16,34,16.32,544,261.12,282.88,South,Amazon,Returning
2026-01-29,SKU-020,Energy Gel,18,40,21.2,720,381.6,338.4,North,Retail,VIP
2026-01-30,SKU-002,Protein Bar Box,4,16,8.48,64,33.92,30.08,South,Wholesale,New
2026-01-30,SKU-003,Yoga Mat,7,22,12.76,154,89.32,64.68,South,Retail,Returning
2026-01-30,SKU-004,Running Socks,7,28,13.44,196,94.08,101.92,North,Retail,New
2026-01-30,SKU-006,Resistance Bands,3,12,6.96,36,20.88,15.12,Online,Shopify,Returning
2026-01-30,SKU-007,Meal Prep Container,4,18,8.64,72,34.56,37.44,West,Retail,New
2026-01-30,SKU-008,Trail Mix Pack,2,24,12.72,48,25.44,22.56,North,Wholesale,New
2026-01-30,SKU-010,Foam Roller,4,36,17.28,144,69.12,74.88,East,Amazon,Returning
2026-01-30,SKU-011,Sports Towel,10,14,7.42,140,74.2,65.8,South,Amazon,VIP
2026-01-30,SKU-012,Electrolyte Pack,19,20,11.6,380,220.4,159.6,Online,Shopify,Returning
2026-01-30,SKU-013,Knee Support,10,26,12.48,260,124.8,135.2,South,Amazon,Returning
2026-01-30,SKU-014,Gym Gloves,18,32,16.96,576,305.28,270.72,South,Shopify,New
2026-01-30,SKU-015,Jump Rope,6,38,22.04,228,132.24,95.76,East,Shopify,Returning
2026-01-30,SKU-016,Massage Ball,1,16,7.68,16,7.68,8.32,West,Wholesale,New
2026-01-30,SKU-017,Compression Sleeve,10,22,11.66,220,116.6,103.4,South,Amazon,New
2026-01-30,SKU-018,Training Cone,14,28,16.24,392,227.36,164.64,West,Retail,Returning
2026-01-30,SKU-019,Water Filter,15,34,16.32,510,244.8,265.2,Online,Wholesale,Returning
2026-01-30,SKU-020,Energy Gel,23,40,21.2,920,487.6,432.4,South,Retail,Returning
2026-01-31,SKU-001,Hydration Bottle,6,10,4.8,60,28.8,31.2,Online,Wholesale,New
2026-01-31,SKU-002,Protein Bar Box,4,16,8.48,64,33.92,30.08,South,Shopify,Returning
2026-01-31,SKU-004,Running Socks,8,28,13.44,224,107.52,116.48,East,Wholesale,Returning
2026-01-31,SKU-006,Resistance Bands,11,12,6.96,132,76.56,55.44,West,Retail,New
2026-01-31,SKU-007,Meal Prep Container,13,18,8.64,234,112.32,121.68,East,Amazon,New
2026-01-31,SKU-009,Vitamin Organizer,5,30,17.4,150,87.0,63.0,South,Amazon,Returning
2026-01-31,SKU-011,Sports Towel,9,14,7.42,126,66.78,59.22,South,Amazon,Returning
2026-01-31,SKU-012,Electrolyte Pack,9,20,11.6,180,104.4,75.6,West,Amazon,New
2026-01-31,SKU-013,Knee Support,16,26,12.48,416,199.68,216.32,North,Retail,New
2026-01-31,SKU-014,Gym Gloves,15,32,16.96,480,254.4,225.6,North,Shopify,New
2026-01-31,SKU-015,Jump Rope,5,38,22.04,190,110.2,79.8,South,Wholesale,New
2026-01-31,SKU-016,Massage Ball,8,16,7.68,128,61.44,66.56,North,Retail,Returning
2026-01-31,SKU-017,Compression Sleeve,13,22,11.66,286,151.58,134.42,Online,Shopify,Returning
2026-01-31,SKU-018,Training Cone,16,28,16.24,448,259.84,188.16,East,Amazon,Returning
2026-01-31,SKU-020,Energy Gel,23,40,21.2,920,487.6,432.4,South,Shopify,New
2026-02-01,SKU-001,Hydration Bottle,6,10,4.8,60,28.8,31.2,East,Wholesale,Returning
2026-02-01,SKU-002,Protein Bar Box,5,16,8.48,80,42.4,37.6,South,Shopify,Returning
2026-02-01,SKU-003,Yoga Mat,6,22,12.76,132,76.56,55.44,West,Retail,VIP
2026-02-01,SKU-004,Running Socks,7,28,13.44,196,94.08,101.92,North,Retail,New
2026-02-01,SKU-005,Smart Scale,14,34,18.02,476,252.28,223.72,South,Wholesale,New
2026-02-01,SKU-006,Resistance Bands,11,12,6.96,132,76.56,55.44,West,Shopify,New
2026-02-01,SKU-007,Meal Prep Container,8,18,8.64,144,69.12,74.88,North,Amazon,New
2026-02-01,SKU-008,Trail Mix Pack,4,24,12.72,96,50.88,45.12,East,Wholesale,Returning
2026-02-01,SKU-011,Sports Towel,10,14,7.42,140,74.2,65.8,East,Wholesale,New
2026-02-01,SKU-012,Electrolyte Pack,12,20,11.6,240,139.2,100.8,North,Amazon,VIP
2026-02-01,SKU-013,Knee Support,15,26,12.48,390,187.2,202.8,West,Retail,Returning
2026-02-01,SKU-014,Gym Gloves,21,32,16.96,672,356.16,315.84,Online,Wholesale,VIP
2026-02-01,SKU-015,Jump Rope,6,38,22.04,228,132.24,95.76,South,Shopify,Returning
2026-02-01,SKU-017,Compression Sleeve,13,22,11.66,286,151.58,134.42,South,Shopify,Wholesale
2026-02-01,SKU-018,Training Cone,9,28,16.24,252,146.16,105.84,East,Shopify,Wholesale
2026-02-01,SKU-019,Water Filter,11,34,16.32,374,179.52,194.48,West,Wholesale,Returning
2026-02-01,SKU-020,Energy Gel,24,40,21.2,960,508.8,451.2,East,Retail,Returning
2026-02-02,SKU-001,Hydration Bottle,2,10,4.8,20,9.6,10.4,East,Shopify,Returning
